PacketCounter,SampleTimeFine,Pelvis_Acc_X,Pelvis_Acc_Y,Pelvis_Acc_Z,Pelvis_Gyr_X,Pelvis_Gyr_Y,Pelvis_Gyr_Z,RT_Acc_X,RT_Acc_Y,RT_Acc_Z,RT_Gyr_X,RT_Gyr_Y,RT_Gyr_Z,LT_Acc_X,LT_Acc_Y,LT_Acc_Z,LT_Gyr_X,LT_Gyr_Y,LT_Gyr_Z,RS_Acc_X,RS_Acc_Y,RS_Acc_Z,RS_Gyr_X,RS_Gyr_Y,RS_Gyr_Z,LS_Acc_X,LS_Acc_Y,LS_Acc_Z,LS_Gyr_X,LS_Gyr_Y,LS_Gyr_Z
52691,0,8.728149,-1.364254,-1.413866,0.052757,-0.213776,-0.334168,6.951354,-0.071041,3.289012,-1.247443,-0.559289,0.823083,11.676466,3.151529,-0.767049,1.174686,-0.101972,1.828408,13.213808,10.106391,-0.574053,-0.94686,-2.687522,4.58605,12.233543,-2.814801,-2.629462,0.958121,0.00103,1.035485
52692,0,9.071175,-1.416107,-1.567424,0.02758,-0.272141,-0.386811,6.11502,-2.900258,3.305558,-1.796011,-0.694233,0.775376,12.257267,4.70066,1.386513,0.752482,0.08881,1.795314,11.788083,9.423814,-0.695566,-2.138925,-2.421116,4.275675,13.727715,-2.007101,-0.984388,1.177176,-0.081599,1.156233
52693,0,9.336446,-0.929681,-1.818491,-0.05024,-0.351106,-0.420229,5.247151,-4.544963,1.434483,-1.987282,-1.162224,0.603372,12.778189,5.083143,2.655718,0.578177,0.24228,1.672272,12.472801,6.29656,1.903006,-2.70469,-2.028947,3.734159,15.127347,-1.181145,0.406254,1.192521,-0.144087,1.383416
52694,0,9.669597,-0.331783,-2.211392,-0.206796,-0.459254,-0.471156,5.783422,-5.783092,0.620546,-1.586582,-1.465955,0.327205,13.578588,6.627164,4.164054,0.697426,0.42871,1.484691,13.019566,2.63404,4.899716,-2.153947,-1.659929,2.925536,16.715586,0.473043,1.347358,1.101662,-0.178308,1.729859
52695,0,10.023178,-0.417275,-2.034149,-0.46864,-0.568548,-0.566259,8.073273,-6.613621,0.82572,-1.332496,-1.443394,0.16938,13.557988,9.402698,5.677089,0.728782,0.842425,1.16367,13.116278,0.988228,7.2304,-0.652696,-1.121589,1.894342,18.070335,2.460206,2.990566,1.104317,-0.333733,2.164915
52696,0,9.776884,-0.955562,-1.743849,-0.634011,-0.590409,-0.669603,7.722625,-7.960848,2.451171,-1.284531,-1.206365,0.027696,14.037971,11.623763,5.469828,0.494744,1.478395,0.583324,12.239784,3.185124,6.932392,0.658961,-0.461318,0.811856,19.585078,5.358838,4.659706,1.033382,-0.488707,2.570578
52697,0,8.367051,-1.657638,-0.82406,-0.692492,-0.491645,-0.688486,5.30551,-7.607988,0.668682,-1.073487,-1.147533,-0.277413,11.782306,14.186436,6.894489,0.018426,2.119556,-0.094762,10.604323,4.491997,8.362793,1.437986,0.209203,-0.131381,21.750023,7.97169,5.439276,0.846971,-0.807942,3.114107
52698,0,6.463975,-2.164383,-0.106759,-0.414738,-0.586631,-0.655983,3.409412,-3.862852,-1.741848,-0.327194,-1.013625,-0.856151,7.8938,15.04768,10.149089,-0.323667,2.51471,-0.972259,8.074435,4.198313,9.336764,2.379198,0.789022,-0.993431,23.998083,10.690494,5.181698,0.615339,-1.181461,3.601155
52699,0,5.88422,-2.830093,1.166041,0.198213,-0.215494,-0.648655,4.340291,-0.300786,-1.975479,0.460184,-0.888095,-1.507473,5.526617,9.517212,7.900954,-0.951802,2.37115,-1.892616,10.325191,0.273599,-0.41865,4.046248,1.119621,-1.877748,23.644087,11.759224,3.977665,0.696518,-1.2875,3.982916
52700,0,7.414578,1.540081,9.220949,0.959153,0.865881,-0.654732,36.369363,-14.842435,11.054675,1.518205,-0.048757,-2.450988,8.982733,3.666561,-2.887983,-1.847876,2.274705,-2.716757,42.070119,-38.019544,-29.659475,4.814502,-0.711352,-1.590296,19.106387,9.931865,-4.286991,1.342468,-1.23155,4.04137
52701,0,12.391131,8.537625,14.985167,-0.295726,1.757993,-0.256815,43.569819,-37.00923,6.822591,3.086329,0.340166,1.540589,17.731555,4.201823,-7.959584,-1.858481,2.345308,-3.242613,25.5483,5.18123,18.94271,0.845738,3.186628,-3.809713,15.554701,3.186366,-16.00231,-0.332861,-1.138113,3.976012
52702,0,20.875768,14.058304,6.3217,-1.639095,0.976682,0.388086,3.39658,25.911312,-2.754265,4.292339,2.243473,1.395102,23.867333,-0.167491,-1.85636,-1.866304,2.325554,-3.518551,-1.619698,10.798348,0.726194,5.080336,1.358962,-3.805872,17.556325,1.55657,-10.012541,-2.390368,-0.607694,3.454433
52703,0,11.869426,-0.964022,-3.115486,-0.570262,0.0943,-0.211488,-2.635467,38.364844,-4.773164,-0.881566,0.64272,1.239663,25.357784,-1.496123,-2.775023,-1.504008,1.865387,-3.929949,5.05328,17.425476,-0.80936,2.979825,0.467468,-2.802979,8.460224,1.393391,-8.510185,-2.663502,-0.057686,2.039145
52704,0,8.029288,-6.673253,6.471022,-0.661596,1.031362,-0.463953,2.104773,3.098089,-1.814948,-3.620318,-0.228344,0.120868,26.580377,-2.494429,-3.870757,-1.769306,2.06522,-4.166271,9.822732,9.866272,-8.365467,0.192964,0.118685,-2.692336,9.259976,1.124885,-5.228167,-1.61448,0.841402,-0.078853
52705,0,14.198986,1.613178,5.843753,-1.36052,1.0379,-0.040285,17.895261,-7.471505,-6.396578,-1.456535,-0.406507,-0.661489,21.306007,-3.203838,-0.654417,-1.118496,2.065514,-4.141101,9.20005,15.198496,-4.242687,-2.27028,0.833786,-1.700764,6.822797,-0.998667,-6.517757,-0.547869,1.795482,-1.699345
52706,0,20.799409,9.268027,3.262238,-1.277875,0.47494,0.138934,18.060997,2.650693,-2.473324,-0.408441,0.169259,0.008469,16.444788,-3.981541,-0.466429,-1.081147,1.717588,-4.011406,11.275641,-3.344365,7.115752,-1.481288,0.203372,-1.537596,6.817041,1.868852,-2.883151,-0.235565,2.680952,-3.069325
52707,0,13.474679,4.16434,2.690819,-1.391524,0.540175,-0.242163,10.532551,-1.230236,-1.308369,-0.982831,0.396085,0.037537,12.669208,-4.518151,-1.741348,-1.133086,1.185854,-3.906909,10.049647,2.751959,-1.752703,0.984696,-0.02781,-1.760184,6.72815,3.518005,-4.65452,-0.763233,3.416059,-4.078665
52708,0,8.447305,2.406043,1.467523,-1.278336,0.256239,-0.647408,8.10778,-1.361199,-2.163926,-0.893109,0.365186,-0.459143,10.22891,-4.079395,-3.495283,-1.125733,0.604588,-3.770261,8.220394,8.394867,-6.618402,-0.481808,0.024605,-1.379276,6.36568,1.077577,-6.722014,-1.539765,3.915935,-5.013052
52709,0,8.746869,2.371564,0.830049,-1.206237,0.312775,-0.742053,9.032001,-1.040084,-3.503369,-1.134244,0.298925,-0.385902,8.771194,-3.447518,-2.732916,-1.298316,0.327355,-3.514827,8.565839,1.571189,-3.939468,-1.728484,0.17579,-1.048787,7.479328,-2.806639,-6.821728,-2.218391,4.261002,-5.752335
52710,0,10.245636,2.683811,1.09988,-1.211043,0.352944,-0.707033,9.490706,-3.305819,-2.578592,-1.458474,0.221335,-0.372401,6.943943,-3.396278,-0.771374,-1.762299,0.116403,-3.038383,9.862715,-0.656781,-2.651026,-0.69387,0.150951,-1.139398,8.931712,-8.323601,-7.567938,-1.939028,4.532109,-6.274153
52711,0,9.880256,3.057459,0.9042,-1.340711,0.296181,-0.645464,10.01442,-3.839303,-1.31512,-1.622255,0.403304,-0.386823,4.299931,-3.346596,-0.362194,-1.945238,-0.292884,-2.244189,8.802712,4.045702,-4.186481,-0.830402,0.26425,-1.084924,8.76428,-9.853017,-8.783191,-1.685286,4.61687,-6.470856
52712,0,8.237342,3.442004,0.969884,-1.41556,0.112613,-0.686322,7.988363,-4.739918,-1.336332,-1.668039,0.512715,-0.461214,1.426293,-2.207242,1.04578,-2.078749,-0.497169,-1.426844,9.176156,1.712852,-2.984013,-1.362808,0.305224,-0.979418,9.91122,-10.438033,-8.231001,-2.180287,4.445554,-6.470768
52713,0,6.98431,2.935134,0.996846,-1.562745,-0.072787,-0.750759,7.433872,-5.379485,-1.879002,-1.576482,0.55483,-0.616173,0.321334,-2.455246,0.541978,-2.254527,-0.621228,-0.70592,9.013594,0.440114,-3.093532,-0.963617,0.314606,-1.090421,10.697877,-12.948793,-10.99756,-2.595995,4.240651,-6.065566
52714,0,6.182434,2.540856,1.029765,-1.635537,-0.273868,-0.736112,7.292685,-5.567609,-2.077198,-1.417284,0.581608,-0.753047,1.24725,-1.924364,1.324261,-2.206217,-0.716102,-0.309926,8.637106,2.154649,-4.621159,-1.060784,0.423558,-1.097864,9.266348,-13.759782,-13.315689,-2.669178,3.766574,-5.049694
52715,0,6.340872,2.774644,0.924106,-1.69185,-0.434436,-0.704527,7.639248,-4.468102,-1.89622,-1.368642,0.534685,-0.752587,3.873983,0.155641,4.061487,-1.374712,-0.96992,-0.372632,8.887553,1.901056,-3.45901,-1.291398,0.548993,-1.079446,9.006928,-14.766853,-12.706878,-2.382122,3.070038,-3.896935
52716,0,7.154178,2.86869,0.883282,-1.693451,-0.506078,-0.633914,8.293065,-3.649014,-1.518003,-1.456653,0.492914,-0.743891,7.360983,2.078793,4.649413,-1.016955,-1.280064,-0.410284,9.099106,2.090437,-2.207522,-1.140672,0.636085,-1.133462,8.916443,-13.612721,-9.569304,-1.682485,2.280323,-2.880679
52717,0,8.205132,3.19438,0.883902,-1.594793,-0.489825,-0.613426,9.005035,-3.479375,-1.302376,-1.468901,0.497149,-0.809813,12.403216,2.985323,4.53556,-1.302854,-1.434123,-0.314955,8.686953,2.997891,-2.20111,-1.045109,0.706467,-1.12522,8.794124,-8.664401,-5.87316,-1.396319,1.587798,-2.051903
52718,0,9.213765,2.828959,1.42653,-1.598112,-0.486621,-0.632767,8.694058,-3.101503,-1.361733,-1.299633,0.480667,-0.914641,11.023239,0.623904,3.226724,-1.750581,-1.190477,-0.289665,8.533922,2.829719,-1.53338,-0.909374,0.691472,-1.111025,8.267712,-5.949023,-2.740283,-1.937067,1.025587,-1.450769
52719,0,9.655846,1.734617,1.558663,-1.643435,-0.537321,-0.570853,9.237368,-3.190507,-1.238894,-1.066161,0.456289,-1.020612,7.214205,-0.901387,2.206787,-1.945493,-1.066651,-0.235762,8.875203,3.751919,-1.70343,-0.748921,0.719738,-1.113769,9.089016,-6.797388,-1.055309,-2.21071,0.698257,-1.107873
52720,0,9.408969,1.257902,1.547802,-1.603488,-0.514316,-0.45366,8.713395,-2.530927,-1.219399,-0.852376,0.46178,-1.066272,7.857709,-1.894634,1.466884,-1.876357,-1.003928,-0.028039,8.774641,3.035795,-1.754474,-0.670984,0.690554,-1.107816,9.28652,-5.677638,-0.736248,-1.94126,0.62042,-0.941103
52721,0,9.191002,1.039504,1.54043,-1.448749,-0.466932,-0.381786,8.706359,-3.451177,-1.767809,-0.88259,0.370912,-1.116056,8.644041,-1.381606,2.174312,-1.84751,-0.894056,0.045321,9.42212,2.751711,-2.783273,-0.473681,0.70314,-1.088586,9.555231,-2.760909,-0.783764,-1.860333,0.547513,-0.818523
52722,0,9.240092,0.582651,1.434527,-1.310723,-0.43088,-0.344017,9.399208,-2.943509,-1.358255,-0.717445,0.321242,-1.081375,9.829953,-0.481073,3.904413,-1.547298,-0.872301,0.05665,9.215345,3.480825,-2.859292,-0.54395,0.77833,-1.032166,9.977816,-3.428326,-0.388464,-1.752626,0.453435,-0.760723
52723,0,9.363521,0.708468,1.477364,-1.164572,-0.396316,-0.301214,10.026589,-1.992854,-0.083716,-0.624859,0.353515,-1.039143,10.446228,0.301014,5.262905,-1.18552,-0.70726,-0.021058,8.777165,3.766923,-1.219497,-0.525524,0.777414,-1.004813,9.534112,-4.36231,0.81219,-1.175563,0.255552,-0.69307
52724,0,8.804656,1.168896,0.885583,-1.040054,-0.355344,-0.205653,10.16567,-0.505368,1.463805,-0.58034,0.389793,-1.030788,9.508012,0.587102,6.057937,-0.98329,-0.484893,-0.053559,8.654388,4.643974,-0.020033,-0.660453,0.708633,-0.946675,9.546355,-7.416308,2.961945,-0.449411,0.061341,-0.42618
52725,0,8.691212,1.284642,0.806877,-0.972645,-0.278781,-0.080567,10.020882,0.616834,1.993602,-0.620282,0.507785,-1.06066,8.371836,-0.041767,6.152753,-0.969098,-0.361066,-0.010529,8.303887,4.922596,0.443267,-0.840015,0.617651,-0.894032,8.362986,0.234567,2.108265,-0.043945,-0.174752,-0.381776
52726,0,9.106743,2.074735,0.960036,-0.904893,-0.182535,-0.021858,9.706797,1.300382,1.114711,-0.870805,0.55265,-1.134484,7.544034,0.789366,4.976353,-0.716176,-0.341952,-0.024033,8.357946,5.013708,0.252584,-0.965101,0.505268,-0.818728,9.530719,1.622307,2.676349,-0.892649,-0.286792,-0.159075
52727,0,9.698121,2.892973,1.063534,-0.872963,-0.106088,-0.003204,9.649117,0.194418,-0.143177,-1.175923,0.526447,-1.21266,8.32979,1.7884,4.13802,-0.51224,-0.429728,-0.115815,8.620548,5.12249,-0.706294,-1.035942,0.46567,-0.762651,9.634099,-3.415376,2.791439,-0.827072,-0.244448,0.105744
52728,0,9.708379,2.864182,1.221319,-0.879486,-0.091096,0.038567,9.29081,-2.045435,-1.589976,-1.299186,0.386483,-1.286826,9.31601,2.124551,3.68247,-0.589259,-0.28679,-0.135613,8.822074,4.748935,-1.645026,-1.043037,0.503208,-0.721794,8.987732,-2.742159,2.752695,-0.128975,-0.262757,0.198441
52729,0,9.070464,2.137914,1.037697,-0.852249,-0.135957,0.10666,9.29392,-3.995886,-2.268003,-1.105539,0.282107,-1.337176,8.398055,1.575511,3.849944,-0.648197,-0.159646,-0.04715,9.378937,4.20903,-2.128049,-0.936489,0.610212,-0.734726,9.117086,-0.257482,3.220131,0.129547,-0.229683,0.205536
52730,0,8.69563,1.067279,0.419692,-0.751539,-0.207254,0.199358,9.055117,-4.258903,-1.971401,-0.716078,0.23793,-1.39416,8.15503,0.26615,3.538701,-0.481912,-0.160332,0.090866,9.221163,4.032238,-1.862591,-0.837725,0.739991,-0.755326,8.953601,0.923149,3.756092,0.161247,-0.102654,0.105972
52731,0,8.987583,0.585696,-0.262116,-0.571292,-0.261728,0.263673,9.376326,-3.495571,-1.236004,-0.347795,0.249945,-1.433753,8.140118,-0.852971,3.574363,-0.173836,-0.141907,0.189057,9.585905,4.309213,-0.995129,-0.835323,0.831318,-0.764025,8.856264,1.271451,4.001971,0.290337,0.031586,-0.126343
52732,0,9.467859,0.911711,-0.255822,-0.345956,-0.268022,0.298806,9.762811,-1.981485,-0.212835,-0.151181,0.273979,-1.493036,8.385239,-0.95766,3.730746,0.14534,-0.1791,0.18631,9.438637,4.870131,-0.242492,-0.878585,0.891059,-0.768604,9.032679,1.94625,3.81921,0.721212,0.1569,-0.338061
52733,0,9.701922,1.541011,-0.106237,-0.105629,-0.243989,0.372621,10.205795,-0.181169,0.18447,-0.094645,0.276955,-1.574754,8.907336,0.327332,4.296163,0.452729,-0.124855,0.101166,8.931418,5.636276,0.463051,-0.916924,0.920243,-0.73061,8.935357,1.789756,3.006293,0.913364,0.174868,-0.465551
52734,0,9.690707,1.713872,0.161035,0.05745,-0.222703,0.476648,10.701095,0.888909,0.351763,-0.177504,0.285997,-1.648118,8.994233,1.784108,4.546079,0.660785,-0.060654,-0.002403,8.85378,5.392258,0.588478,-0.856954,0.929969,-0.660683,9.30196,3.248424,3.165674,1.271812,0.196729,-0.60266
52735,0,9.736772,1.901887,0.557841,0.196382,-0.172006,0.583194,11.10371,0.644526,-0.204776,-0.177161,0.271578,-1.697446,8.899374,2.772763,4.708981,0.752683,-0.070496,-0.101624,9.283724,6.093658,0.413266,-0.777185,0.950338,-0.593732,8.951362,5.009095,2.62866,1.367836,0.108607,-0.711842
52736,0,10.020459,1.972563,0.586562,0.298121,-0.077363,0.6918,11.545923,1.01349,-0.28394,-0.111813,0.243081,-1.675356,9.127398,2.888536,4.195718,0.842064,-0.060082,-0.189745,9.859083,6.089881,0.857925,-0.730949,0.978948,-0.517283,9.93164,4.181389,2.488014,1.506897,0.105976,-0.875275
52737,0,10.450924,2.082443,0.288849,0.382808,-0.011444,0.783241,12.417523,0.761935,-0.500518,-0.136418,0.216644,-1.65899,8.674725,2.917613,3.185135,0.947124,-0.051613,-0.243075,10.411189,5.341176,1.584642,-0.62898,1.057112,-0.448617,9.167716,3.299856,2.119187,2.056059,0.179455,-1.053837
52738,0,10.609214,2.587391,-0.235075,0.425954,0.028839,0.877886,12.265178,0.885824,-0.119036,-0.067408,0.320102,-1.683827,8.212662,2.807664,3.085289,0.972874,-0.090295,-0.277179,10.427943,5.559502,1.978205,-0.454682,1.101514,-0.404785,8.965114,3.120253,0.639606,2.322989,0.188957,-1.14839
52739,0,10.529967,2.880761,-0.732723,0.494963,0.05127,0.94209,11.977512,0.957949,0.024958,-0.13001,0.387397,-1.744602,7.33428,3.473367,3.29156,1.02735,-0.188143,-0.341496,10.93198,5.800495,1.767708,-0.396774,1.142599,-0.338751,7.98339,3.070449,0.017519,2.297235,0.140659,-1.162809
52740,0,10.387382,2.896439,-1.193601,0.58732,0.107462,0.995995,12.379359,-0.297003,0.614594,-0.123487,0.51615,-1.816825,7.171968,3.670883,3.050213,0.929844,-0.337605,-0.370336,12.094444,5.500896,1.590888,-0.397461,1.176933,-0.330969,7.646391,2.5631,0.237834,2.270558,0.012589,-1.057053
52741,0,10.193887,2.850916,-1.21171,0.707259,0.207943,1.060659,12.029614,-1.498457,1.209767,-0.025064,0.637691,-1.787642,7.28938,5.048779,3.133879,0.901005,-0.418859,-0.30991,12.779903,3.948018,2.222273,-0.395974,1.211382,-0.377205,7.652903,1.84934,0.023385,2.088553,-0.11399,-0.78923
52742,0,9.746489,2.580399,-0.791105,0.829373,0.213209,1.153821,11.995614,-2.078505,1.321811,0,0.754425,-1.701919,6.48038,6.52397,3.602603,0.875484,-0.510184,-0.183337,14.202429,2.126365,2.60124,-0.28691,1.316445,-0.460521,7.254777,1.034939,-0.489696,1.481594,-0.314264,-0.376521
52743,0,8.665546,2.118876,-0.42753,0.869317,0.079767,1.248355,11.873768,-3.744711,1.811538,0.154272,0.901944,-1.588502,6.093957,6.900838,4.781203,0.688598,-0.623938,0.012818,14.562647,1.217846,1.906866,-0.1442,1.426088,-0.607012,6.274795,0.248286,-0.495141,0.599676,-0.620161,0.178987
52744,0,8.394191,2.409655,0.976974,0.511792,-0.271575,1.301567,12.030727,-4.802879,2.417103,0.327428,1.053583,-1.423012,7.175091,5.742459,4.852182,0.506635,-0.696952,0.231974,15.574424,0.231735,0.261406,-0.138478,1.473245,-0.768152,11.055059,0.618901,3.991349,-0.436831,-0.745714,1.085382
52745,0,10.403598,0.305896,2.954174,0.276037,0.039025,1.323423,12.205662,-6.442358,2.454655,0.407423,1.199037,-1.10462,21.244713,4.993036,9.113788,0.16079,-0.279237,0.557559,18.561114,-2.017935,-2.370312,-0.191352,1.462725,-1.040536,26.513278,15.880099,17.516493,-0.59729,-0.681636,1.566984
52746,0,15.426869,-4.075421,3.768467,0.926086,0.742288,1.182556,14.502486,-8.827906,2.20133,0.786461,1.32618,-0.388195,23.185171,11.495563,20.545874,0.125542,0.69157,-0.002174,20.901684,-4.480825,-4.103924,-0.020829,1.45713,-1.375758,8.81794,-9.574568,0.277305,-1.906343,-1.611968,1.874067
52747,0,17.896975,-6.565386,3.853205,0.916579,0.579085,0.94622,12.725525,-9.270303,2.742839,1.191268,1.475896,0.495322,16.379162,4.898063,7.62038,-0.507663,0.461085,-0.220643,20.249084,-2.834637,-4.270125,-0.163775,1.41732,-1.748303,16.419106,-5.972547,-3.012763,0.100264,-2.204788,2.716755
52748,0,11.005489,1.361246,3.388511,0.724196,0.234952,1.052877,12.107665,-5.179619,0.706694,1.083125,1.386294,1.160262,4.873695,-13.768592,-7.269029,0.488665,0.240442,-0.341837,17.983596,-0.044283,-5.047832,-0.900485,1.481314,-1.768696,5.718225,2.233115,-2.340171,0.362701,-1.91022,2.303137
52749,0,6.335882,3.912277,3.681526,0.81495,0.110781,1.011678,12.273969,-0.365207,0.277393,0.354323,1.09284,1.463529,-3.41877,-8.768199,-3.726107,2.285762,-0.284175,-0.551641,13.832399,-0.659338,-5.698629,-0.954506,1.680228,-1.573447,7.320964,5.174948,-6.599029,-0.463295,-1.768832,1.966259
52750,0,6.998624,0.073068,4.433473,0.931795,0.231861,0.785765,12.066666,1.9285,-1.351985,-0.165947,0.988358,1.736836,2.831586,4.994307,-3.941127,2.945236,-0.935659,-0.253629,10.428472,4.762081,-2.131072,0.096366,1.74694,-1.601934,10.996268,-4.613425,-6.433941,-0.866958,-1.729681,1.731054
52751,0,11.015989,-5.183429,5.300529,1.110555,0.330168,0.504923,13.646023,0.600334,-2.186741,0.495794,1.281945,2.080686,18.183642,6.885777,-1.496124,2.201986,-0.792326,0.363946,9.267785,10.62248,-2.97727,0.6171,1.213256,-1.732733,15.513775,-9.345394,-1.404853,-0.128069,-1.65814,1.864606
52752,0,12.650964,-5.547292,3.733602,1.089496,0.271115,0.406501,15.080129,0.1115,3.33283,1.353303,1.658323,2.289079,17.068349,2.284206,-0.365732,1.234043,-0.274664,0.479861,5.708954,1.652956,-4.690863,0.187915,0.524491,-1.001831,8.025596,0.479882,-1.607023,0.00515,-1.560163,1.831063
52753,0,11.611644,-1.471369,2.901052,0.894482,0.235408,0.515906,13.227162,2.666885,4.915022,0.848893,1.216399,2.529854,7.80817,-1.95245,-0.167972,0.686652,-0.387615,0.388187,5.05434,1.293449,-3.42143,-0.377198,-0.032845,-0.196381,10.34935,-3.100675,-2.710376,-0.316676,-1.518947,1.588073
52754,0,10.17945,-0.45676,3.061291,0.814485,0.237467,0.46166,12.754419,5.182152,1.616898,0.735816,0.907266,2.73164,7.805183,-1.033298,-0.912614,0.906388,-0.646145,0.496453,2.742154,1.915043,-2.981952,-0.824904,-0.590525,0.67899,9.144464,-2.874351,-3.192144,0.051844,-1.338215,1.371404
52755,0,9.236683,-1.283924,2.993737,0.751311,0.25223,0.365299,12.585468,4.85416,1.623465,0.885417,1.070031,2.832052,9.937741,1.428893,-0.933532,0.675669,-0.648546,0.594643,4.687058,0.663799,-0.87875,-1.337681,-1.041372,1.814705,8.869085,-0.885133,-2.483541,0.100368,-1.253401,1.193431
52756,0,8.657276,-1.74322,3.29545,0.593495,0.237924,0.40993,12.070589,2.965458,2.679795,0.737199,0.947679,2.909994,10.493161,1.538145,0.480446,0.395054,-0.604369,0.669144,6.006021,-1.164827,1.162892,-1.329613,-1.321945,2.539279,9.68045,-1.364559,-1.695859,0.105632,-1.195257,1.071314
52757,0,8.475132,-2.36983,3.543204,0.539707,0.136529,0.48981,11.33891,1.410094,2.366522,0.874539,0.751273,2.855385,10.296754,1.690053,-0.207993,0.681162,-0.517166,0.736095,5.542685,-1.893377,2.77596,-0.388701,-1.535461,3.286334,10.078323,-1.151101,-2.222285,0.296639,-1.112739,0.995205
52758,0,8.08045,-2.56342,3.149587,0.578159,0.024719,0.472415,10.832905,2.061872,1.335461,0.99998,0.698967,2.820819,9.011814,2.280948,-0.423925,0.839095,-0.426414,0.746396,6.220378,-1.106699,2.120409,0.740827,-2.045745,3.814595,9.652198,0.226294,-2.386083,0.224081,-1.037088,0.961441
52759,0,7.349594,-2.435246,2.582157,0.641331,-0.026436,0.402835,9.492862,3.518112,1.073756,1.042443,0.832421,2.783968,8.26782,2.527024,-0.450588,0.866218,-0.425269,0.698559,8.040666,0.382617,1.980411,1.45796,-2.603516,4.147218,9.008851,-0.296725,-2.922624,0.209317,-0.982842,1.00573
52760,0,6.951348,-2.495793,2.24364,0.597156,-0.069237,0.333483,7.950763,3.375911,1.341732,1.04233,0.821549,2.812471,8.020151,3.232401,-0.313014,0.752346,-0.455825,0.693751,10.605685,4.297094,1.308848,1.230753,-2.679014,4.393322,9.399267,-0.441017,-2.306447,0.31758,-0.892887,0.957662
52761,0,7.307091,-3.200198,2.109352,0.582393,-0.074616,0.279695,6.759677,2.52438,1.511141,1.136289,0.679965,2.715283,8.984895,3.585277,-0.027824,0.63859,-0.50618,0.783703,10.600638,6.833272,0.303437,-0.118485,-2.156314,4.854339,9.878087,-0.167674,-2.32168,0.170864,-0.845048,0.973225
52762,0,7.740871,-3.729955,1.763027,0.682758,-0.09018,0.168458,5.502288,1.883303,1.084055,0.985885,0.363956,2.623686,10.027872,2.687808,0.249993,0.468298,-0.465323,0.82307,10.632886,1.925814,4.17154,-0.279329,-1.830292,5.037652,9.457905,-1.305801,-2.109059,0.138476,-0.818039,0.986271
52763,0,7.639285,-3.836606,1.895709,0.800635,-0.134927,0.062256,4.81068,1.666952,0.639803,0.619972,0.013734,2.452879,10.102188,1.271719,0.26288,0.429959,-0.345157,0.784158,11.209056,0.078129,5.254235,1.329439,-2.060614,4.731627,9.221866,-2.001051,-2.516039,0.281187,-0.822159,0.943011
52764,0,7.67635,-3.914375,1.969516,0.968295,-0.139848,0.059281,5.551902,1.228129,1.190775,0.376304,-0.240454,2.200484,9.954649,0.180801,0.394476,0.619018,-0.165026,0.73037,13.062259,5.596766,2.547708,2.440514,-2.054368,4.5132,9.197419,-2.036504,-2.657227,0.457658,-0.829484,0.875032
52765,0,7.88141,-4.101889,1.924914,1.135272,-0.166056,0.168002,6.259131,0.066996,2.220857,0.322395,-0.313582,1.921321,9.298913,-0.562083,0.359786,0.853741,-0.036965,0.670175,12.294175,8.52667,1.787604,2.350088,-1.560086,4.347818,8.792886,-1.95285,-3.335406,0.752237,-0.849171,0.827656
52766,0,8.288305,-4.416383,1.577662,1.316328,-0.208058,0.322845,6.970748,-2.064577,3.977144,0.483643,-0.184943,1.615502,9.687161,-1.348551,0.429171,1.359708,0.041543,0.657595,10.480985,9.116009,0.891595,1.950323,-1.330359,3.955363,9.172778,-2.902305,-3.211801,1.010311,-0.8684,0.700168
52767,0,8.722779,-4.975989,1.556914,1.442109,-0.259559,0.442669,6.491774,-3.687167,4.768709,1.028746,-0.229348,1.414998,10.849154,-0.32284,0.088255,1.873713,0.157592,0.66745,9.714794,10.118372,0.596303,1.855683,-1.372075,3.43116,9.689437,-2.768413,-2.785141,1.201207,-0.85776,0.60747
52768,0,9.095622,-4.943265,1.21057,1.534356,-0.242164,0.480781,6.367367,-3.930088,3.2875,1.534606,-0.437184,1.123974,10.843702,1.178499,-0.782438,2.157227,0.321827,0.679133,10.568175,11.271625,0.835659,1.086767,-1.397745,2.964887,9.495963,-2.738802,-3.22571,1.273423,-0.848033,0.551508
52769,0,9.141685,-3.681678,1.208553,1.647092,-0.226944,0.518207,7.581231,-3.365688,2.772671,1.730426,-0.351922,0.920605,9.604293,2.015481,-1.456838,2.169019,0.385118,0.708662,10.192694,8.34126,2.337976,0.670803,-1.032815,2.621409,8.710472,-2.098059,-4.477178,1.320231,-0.789552,0.529649
52770,0,8.99437,-2.89423,0.799611,1.777454,-0.25487,0.530341,7.477735,-3.327704,3.362808,1.434679,-0.446563,0.786121,9.122817,2.560494,-2.537069,2.111105,0.35021,0.809146,11.14595,9.269353,5.597719,0.996035,-0.863047,1.753676,8.146088,-2.349224,-4.752367,1.371502,-0.717567,0.517976
52771,0,8.47852,-2.951737,0.46862,1.907245,-0.298933,0.465109,7.528825,-2.421534,3.594985,1.649956,-0.200508,0.681636,8.531745,3.334615,-2.667747,1.844879,0.300422,0.894057,12.259273,13.473898,7.175245,-0.065805,-0.747997,0.8542,8.042466,-1.429343,-4.569985,1.226494,-0.585495,0.577712
