PacketCounter,SampleTimeFine,Pelvis_Acc_X,Pelvis_Acc_Y,Pelvis_Acc_Z,Pelvis_Gyr_X,Pelvis_Gyr_Y,Pelvis_Gyr_Z,RT_Acc_X,RT_Acc_Y,RT_Acc_Z,RT_Gyr_X,RT_Gyr_Y,RT_Gyr_Z,LT_Acc_X,LT_Acc_Y,LT_Acc_Z,LT_Gyr_X,LT_Gyr_Y,LT_Gyr_Z,RS_Acc_X,RS_Acc_Y,RS_Acc_Z,RS_Gyr_X,RS_Gyr_Y,RS_Gyr_Z,LS_Acc_X,LS_Acc_Y,LS_Acc_Z,LS_Gyr_X,LS_Gyr_Y,LS_Gyr_Z
52414,0,6.783986,-1.306592,2.474717,1.61746,0.718833,0.659665,8.383788,-2.300351,4.393624,1.481705,0.132183,0.14912,8.375848,-2.917313,2.281749,2.344345,1.542028,-1.185506,8.466706,4.592727,-4.703,3.242346,0.522841,1.254109,6.302422,-1.254578,-5.192164,3.845023,-1.097466,0.521834
52415,0,4.570524,0.667482,1.627367,1.660379,0.568681,0.754426,8.070049,-2.419507,3.42778,1.303281,0.207028,0.314033,5.948571,-5.808133,-1.609062,3.035535,1.372578,-1.274602,6.916155,5.860423,-4.048437,1.924097,0.418994,1.164164,3.076222,0.321473,-9.234575,4.53304,-1.387728,0.047162
52416,0,3.423742,1.322959,1.057559,1.460085,0.446678,0.714478,6.491309,-2.057891,1.709706,1.422083,0.401585,0.521751,3.081841,-4.591354,-7.216025,3.642637,1.053393,-1.223369,6.278909,3.361261,-2.871331,0.73736,0.345391,1.173734,3.32678,4.878196,-8.820577,4.45106,-1.433739,-0.495885
52417,0,3.905564,0.036498,1.530431,1.218708,0.450907,0.477916,4.785367,-1.432553,0.092877,1.781239,0.516037,0.683014,1.989128,3.937869,-10.392971,3.7343,0.488521,-1.093334,7.305651,-0.19259,-2.070301,0.318609,0.274777,1.148091,5.257216,4.868364,-4.357004,2.921446,-1.162856,-0.464227
52418,0,5.67216,-2.485186,1.961954,1.06718,0.558138,0.250973,4.474579,-1.165366,-1.280753,1.905305,0.501047,0.557125,3.581934,13.164985,-9.483061,2.670716,0.11571,-0.735119,7.580901,-2.839191,-1.992823,0.724083,0.337494,1.108155,8.912925,-0.668278,1.352539,0.93099,-0.58194,0.176356
52419,0,8.057088,-3.863004,1.819785,0.819064,0.584113,0.172579,6.02421,-0.530587,-0.428586,1.34231,0.393228,0.330055,6.327474,16.748574,-6.495552,0.538332,-0.081826,-0.025635,7.294666,-3.628354,-2.325452,1.487448,0.296185,1.068005,11.851626,0.450916,5.887822,-1.840209,0.120399,1.382073
52420,0,10.379608,-2.961301,1.493961,0.606541,0.517391,0.150033,7.904709,0.331492,3.158682,0.664334,0.209886,0.19066,10.960534,13.81907,1.976947,-1.648012,0.277988,0.698803,6.726132,-2.228012,-3.764315,2.054226,0.029299,1.031748,11.928065,-0.723962,-0.365112,-3.201094,0.241052,1.967448
52421,0,10.208455,-0.557051,1.617344,0.349847,0.352937,0.102539,10.7891,1.326544,5.802979,0.102997,0.037193,0.20874,14.688634,8.18986,6.374721,-3.11535,0.734801,0.594708,7.741691,1.080222,-5.609206,1.770265,-0.392667,1.108762,13.518487,-5.55026,-0.088357,-1.593024,-0.017854,1.997832
52422,0,9.742847,0.714453,1.586854,0.097847,0.134239,0.052528,10.943723,0.053068,5.002184,-0.315172,0.003204,0.556529,15.907201,-4.882709,5.966772,-2.648638,0.964369,0.288761,9.03488,2.236364,-6.806388,0.672476,-0.644093,1.337398,13.430704,-2.228473,3.85145,-0.56983,-0.231983,1.976264
52423,0,9.785807,0.665178,0.87265,-0.135498,-0.085945,0.00412,9.833725,-3.168093,4.063637,-0.37846,0.059052,0.874338,9.766551,-8.763734,3.016031,-0.521286,0.986037,0.069123,9.975226,1.165726,-4.997449,-0.733252,-0.822176,1.493742,9.612508,-4.845776,-2.441165,-0.67844,-0.375729,1.951088
52424,0,10.380587,-1.161427,1.023223,-0.453874,-0.278894,-0.20279,9.389194,-4.006991,3.562956,-0.265049,-0.029641,1.130923,6.185455,-1.457803,-2.194353,0.635153,0.60391,0.236208,11.335379,-2.684151,-2.70796,-1.540131,-0.940537,1.534295,8.143177,-4.663599,-5.514729,-0.094646,-0.265284,1.750209
52425,0,12.193024,-4.141074,1.199629,-0.662848,-0.365642,-0.471959,9.583008,-4.360701,3.161714,-0.147288,-0.10071,1.220877,8.352101,3.393042,-5.112232,0.290339,0.331882,0.743415,12.6357,-6.217253,-1.053952,-1.350476,-0.934232,1.406784,8.795356,-2.770744,-6.217314,-0.291033,0.002289,1.679591
52426,0,13.64527,-5.059169,0.550096,-0.704965,-0.398259,-0.624969,9.973459,-5.227729,4.103705,-0.33486,-0.065919,1.127261,9.640443,0.716928,-4.424869,-0.349623,0.079538,1.155644,12.327713,-7.549302,-0.72515,-0.519348,-0.896786,1.233939,8.623637,-3.887891,-6.429429,-0.507677,0.283137,1.625575
52427,0,13.385918,-3.786504,0.019101,-0.742959,-0.371594,-0.596016,10.360527,-4.315668,4.232868,-0.628405,-0.17258,0.989701,11.713468,-2.150751,-2.687587,-0.43294,-0.181736,1.345857,11.295027,-6.085463,-1.609135,0.247313,-0.960413,1.118346,8.872591,-4.701212,-5.855434,-0.528619,0.477462,1.472214
52428,0,12.548975,-2.846555,-0.007035,-0.795832,-0.332226,-0.530669,10.245376,-3.172197,4.187495,-0.702794,-0.344015,0.941751,12.171832,-2.105687,-1.935576,-0.163884,-0.363132,1.531264,10.215026,-3.605008,-3.323963,0.437064,-1.105306,1.155318,9.105596,-5.166747,-4.99793,-0.496687,0.631159,1.307981
52429,0,11.78993,-2.306784,-0.313279,-0.865643,-0.407759,-0.505378,9.304555,-3.962025,4.457906,-0.542001,-0.419204,0.960404,11.608763,-0.618121,-1.845122,-0.223856,-0.475979,1.804578,9.618051,-1.552771,-4.380873,-0.144544,-1.263932,1.24791,9.810384,-6.966241,-3.962951,-0.273291,0.765971,1.149471
52430,0,11.315606,-1.924166,-0.547539,-0.922637,-0.442665,-0.575075,9.106988,-4.542677,4.265363,-0.409248,-0.427787,1.044634,11.986603,-0.571468,-1.34989,-0.600737,-0.505516,2.142578,9.194581,-1.541471,-4.077129,-1.027393,-1.396142,1.327817,10.214379,-6.823347,-3.206587,-0.045892,0.88087,0.982381
52431,0,10.499297,-2.133473,-0.574887,-0.970821,-0.467844,-0.721907,8.285889,-5.276685,4.751128,-0.46235,-0.430649,1.103231,12.26004,-2.131573,-1.296821,-0.889849,-0.469245,2.417184,8.918995,-2.295312,-2.223003,-1.791716,-1.415976,1.298779,10.340085,-7.089032,-2.500541,-0.025979,1.043723,0.845507
52432,0,9.786859,-2.61065,-0.670953,-0.983412,-0.419778,-0.863132,6.750112,-4.890686,3.662656,-0.571873,-0.535137,1.076339,11.756123,-3.358511,-0.615797,-1.036241,-0.430909,2.553865,8.346582,-3.840366,-0.10745,-2.056682,-1.337129,1.218558,11.099874,-7.548221,-1.687258,0.025864,1.132875,0.763223
52433,0,9.423661,-3.513621,-0.783706,-1.035945,-0.354661,-0.971399,5.147964,-2.98989,2.392514,-0.542002,-0.600025,0.976428,12.747378,-3.862521,1.740685,-0.903705,-0.347816,2.577436,7.403741,-4.855331,1.976166,-1.504636,-1.182009,0.992943,12.889134,-6.305926,-0.729925,0.223393,1.106551,0.664686
52434,0,9.333898,-5.071267,-0.050697,-1.033887,-0.29229,-1.074057,3.977171,-1.869361,0.722891,-0.388762,-0.727283,0.785191,15.843502,-1.672633,5.024817,-0.44326,-0.119599,2.36737,7.542929,-3.310561,2.407503,-0.75499,-1.21437,0.800768,15.861512,-3.593653,-0.055505,0.584804,0.93088,0.682539
52435,0,9.513292,-6.346856,-0.080917,-0.769976,-0.272261,-1.151302,3.636865,-2.271034,0.20637,-0.526322,-0.958115,0.466469,15.853789,0.587456,6.47281,0.370919,0.142371,1.913995,7.648828,-0.948336,2.921345,-0.203708,-0.912223,0.724194,15.630356,-1.668455,1.472142,0.887627,0.808089,0.910516
52436,0,8.926008,-6.190499,-0.116761,-0.387276,-0.304533,-1.204285,4.682324,-3.182257,1.11189,-0.588467,-1.143859,0.145686,13.619814,1.907584,4.710891,1.271725,0.358331,1.462048,7.490523,0.887505,2.965388,0.361064,-0.675665,0.454792,15.067924,0.664355,2.630837,0.921278,0.702346,1.177176
52437,0,7.892044,-4.94339,-0.036328,0.003319,-0.389107,-1.237359,5.960525,-3.643357,2.648973,-0.644086,-1.133331,-0.079652,12.563522,8.097942,4.148033,1.492836,0.921635,0.939832,7.084106,4.029793,0.793484,0.731971,-0.535016,-0.063172,13.969469,3.262366,3.20758,0.970155,0.450916,1.550051
52438,0,6.436183,-3.691907,0.109339,0.264593,-0.506755,-1.219508,6.835243,-4.356501,4.3345,-0.671553,-1.117195,-0.250631,11.331864,11.815301,5.111835,0.778229,1.656026,0.339789,6.171536,7.973944,-0.348127,0.361293,-0.348247,-0.755317,13.936263,6.4877,3.735871,1.002444,0.036738,1.955905
52439,0,5.850528,-2.855552,0.544176,0.353859,-0.583089,-1.190669,5.726754,-4.680143,3.813382,-0.807514,-1.088473,-0.395059,8.58667,11.095093,4.916244,-0.009499,2.042641,-0.193186,12.648876,0.162497,-0.600584,-0.38041,0.136989,-1.349518,13.876445,5.858124,2.211965,0.836397,-0.302948,2.37826
52440,0,7.483888,0.910418,8.312997,0.417373,-0.09041,-1.140309,25.769752,-4.397001,8.268945,-0.496684,-0.73896,-1.005384,8.392521,7.425176,-0.372915,-0.223055,1.822433,-0.465679,42.075651,-49.222407,7.426911,0.040171,2.016562,-0.87701,15.608863,3.819196,-0.560446,0.175567,-0.313023,2.688789
52441,0,15.890994,13.364274,8.918914,-0.927905,0.47574,-0.796067,46.005344,-20.67594,30.419791,-0.694791,1.232336,0.75167,11.557448,3.950944,-2.513466,-0.459496,1.46764,-0.765865,11.56922,13.86342,10.509815,3.124127,-0.056663,-3.536678,16.43696,6.160234,0.573986,-0.750699,-0.087442,2.957014
52442,0,19.296004,12.852912,0.516522,-1.073472,0.118563,-0.392538,14.273316,-0.923392,0.721224,0.755567,1.372656,0.891528,10.18815,4.145891,-0.360199,-1.123648,1.270598,-1.498922,14.289968,6.128621,0.710896,0.761636,-0.492877,-3.964077,14.349751,3.013416,0.226941,-1.207393,0.027126,3.110791
